"","Race","Region","EDUC","Gender","Income","Income_cont"
"1741","White","South","Professional","Female","60,000-74,999","67500"
"1742","White","South","Bachelors","Male","75,000-99,999","87500"
"1743","Hispanic","South","Secondary","Female",NA,NA
"1744","White","Midwest","Primary","Male","20,000- 29,999","25000"
"1745","White","Midwest","Masters","Female","150,000 +","200000"
"1746","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1747","White","Northeast","Bachelors","Male","60,000-74,999","67500"
"1748","White","South","Secondary","Male","30,000-39,999","35000"
"1749","Other","Midwest","Primary","Male",NA,NA
"1750","Hispanic","Midwest","Primary","Male","60,000-74,999","67500"
"1751","White","Midwest","Secondary","Female",NA,NA
"1752","Hispanic","West","Primary","Female","30,000-39,999","35000"
"1753","White","Midwest","Secondary","Female","30,000-39,999","35000"
"1754","White","West","Bachelors","Female",NA,NA
"1755","Black","South","Secondary","Male",NA,NA
"1756","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"1757","White","South","Secondary","Female","60,000-74,999","67500"
"1758","White","South","Bachelors","Male","150,000 +","200000"
"1759","Hispanic","Northeast","Masters","Male","100,000-149,999","125000"
"1760","Black","South","Secondary","Male","75,000-99,999","87500"
"1761","White","West","Bachelors","Female","30,000-39,999","35000"
"1762","Hispanic","Northeast","Masters","Male","75,000-99,999","87500"
"1763","White","South","Masters","Female","75,000-99,999","87500"
"1764","White","Northeast","Secondary","Male","1-9,999","5000"
"1765","White","West","Professional","Male","150,000 +","200000"
"1766","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"1767","Hispanic","West","Primary","Male","40,000- 49,999","45000"
"1768","White","Midwest","Masters","Male","75,000-99,999","87500"
"1769","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1770","White","Midwest","Primary","Male","60,000-74,999","67500"
"1771","White","Midwest","Secondary","Female","40,000-59,999","55000"
"1772","White","South","Secondary","Female","60,000-74,999","67500"
"1773","White","West","Secondary","Female","60,000-74,999","67500"
"1774","Hispanic","Northeast","Bachelors","Female","40,000- 49,999","45000"
"1775","White","South","Bachelors","Female","100,000-149,999","125000"
"1776","White","South","Bachelors","Male",NA,NA
"1777","White","Midwest","Bachelors","Male",NA,NA
"1778","White","Midwest","Secondary","Male","10,000-19,999","10000"
"1779","Black","South","Secondary","Male",NA,NA
"1780","Asian/Pacific Islander","Northeast","Secondary","Female","40,000-59,999","55000"
"1781","White","South","Secondary","Female",NA,NA
"1782","White","West","Secondary","Male","20,000- 29,999","25000"
"1783","White","Northeast","Secondary","Male",NA,NA
"1784","Hispanic","West","Secondary","Female","20,000- 29,999","25000"
"1785","Other","South","Secondary","Male","100,000-149,999","125000"
"1786","Black","South","Masters","Male","150,000 +","200000"
"1787","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"1788","White","South","Bachelors","Male","150,000 +","200000"
"1789","Hispanic","South","Primary","Male","10,000-19,999","10000"
"1790","White","Northeast","Secondary","Male","100,000-149,999","125000"
"1791","Hispanic","Midwest","Secondary","Female",NA,NA
"1792","Black","South","Primary","Female","1-9,999","5000"
"1793","White","South","Bachelors","Female","10,000-19,999","10000"
"1794","White","Northeast","Masters","Female","60,000-74,999","67500"
"1795","White","Midwest","Secondary","Female","1-9,999","5000"
"1796","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"1797","White","Midwest","Bachelors","Female","30,000-39,999","35000"
"1798","Black","South","Masters","Female","1-9,999","5000"
"1799","White","South","Masters","Male","100,000-149,999","125000"
"1800","Black","Midwest","Secondary","Male","20,000- 29,999","25000"
"1801","Hispanic","West","Primary","Female","20,000- 29,999","25000"
"1802","Asian/Pacific Islander","South","Masters","Female","150,000 +","200000"
"1803","Asian/Pacific Islander","Midwest","Primary","Female","10,000-19,999","10000"
"1804","White","South","Secondary","Female","10,000-19,999","10000"
"1805","White","West","Professional","Male","150,000 +","200000"
"1806","White","South","Secondary","Female","40,000- 49,999","45000"
"1807","White","Midwest","Secondary","Female","75,000-99,999","87500"
"1808","Black","Northeast","Masters","Female","100,000-149,999","125000"
"1809","White","Northeast","Bachelors","Male","75,000-99,999","87500"
"1810","White","Northeast","Secondary","Female","40,000-59,999","55000"
"1811","Asian/Pacific Islander","Midwest","Masters","Male","150,000 +","200000"
"1812","White","Northeast","Professional","Female","30,000-39,999","35000"
"1813","Black","West","Primary","Male","60,000-74,999","67500"
"1814","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1815","White","South","Secondary","Female","1-9,999","5000"
"1816","Hispanic","Northeast","Secondary","Female","20,000- 29,999","25000"
"1817","Hispanic","South","Secondary","Male","10,000-19,999","10000"
"1818","White","Midwest","Professional","Female","100,000-149,999","125000"
"1819","White","West","Masters","Female","40,000-59,999","55000"
"1820","White","South","Professional","Male","40,000-59,999","55000"
"1821","White","Northeast","Secondary","Female","30,000-39,999","35000"
"1822","Hispanic","South","Professional","Female","40,000- 49,999","45000"
"1823","Hispanic","Northeast","Secondary","Female","30,000-39,999","35000"
"1824","White","Northeast","Masters","Male","100,000-149,999","125000"
"1825","White","Northeast","Secondary","Female","100,000-149,999","125000"
"1826","White","West","Professional","Male","60,000-74,999","67500"
"1827","Hispanic","South","Primary","Female","10,000-19,999","10000"
"1828","Black","South","Primary","Male","10,000-19,999","10000"
"1829","White","Midwest","Primary","Male",NA,NA
"1830","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"1831","White","South","Professional","Female","75,000-99,999","87500"
"1832","Black","South","Secondary","Female","10,000-19,999","10000"
"1833","White","South","Secondary","Male","150,000 +","200000"
"1834","Black","South","Professional","Female",NA,NA
"1835","White","West","Secondary","Female","60,000-74,999","67500"
"1836","White","Midwest","Bachelors","Male","75,000-99,999","87500"
"1837","Black","West","Secondary","Male",NA,NA
"1838","White","West","Secondary","Female","40,000-59,999","55000"
"1839","Black","South","Secondary","Female","1-9,999","5000"
"1840","Hispanic","Northeast","Primary","Female","40,000-59,999","55000"
"1841","White","Midwest","Secondary","Female","40,000-59,999","55000"
"1842","Black","South","Secondary","Male","150,000 +","200000"
"1843","Black","South","Masters","Female","40,000- 49,999","45000"
"1844","White","Northeast","Secondary","Female","60,000-74,999","67500"
"1845","White","West","Bachelors","Female","100,000-149,999","125000"
"1846","Other","South","Secondary","Male","60,000-74,999","67500"
"1847","White","South","Primary","Female","10,000-19,999","10000"
"1848","White","Midwest","Masters","Female","60,000-74,999","67500"
"1849","White","South","Professional","Male","100,000-149,999","125000"
"1850","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"1851","White","West","Masters","Female","100,000-149,999","125000"
"1852","White","South","Secondary","Male","20,000- 29,999","25000"
"1853","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"1854","White","West","Masters","Male","100,000-149,999","125000"
"1855","Hispanic","Midwest","Secondary","Male","30,000-39,999","35000"
"1856","Hispanic","South","Professional","Male","40,000- 49,999","45000"
"1857","White","West","Bachelors","Female",NA,NA
"1858","White","Midwest","Professional","Female",NA,NA
"1859","Black","South","Secondary","Female","10,000-19,999","10000"
"1860","White","South","Professional","Female","1-9,999","5000"
"1861","White","Midwest","Secondary","Male","10,000-19,999","10000"
"1862","White","Midwest","Masters","Female","150,000 +","200000"
"1863","Black","South","Secondary","Female","10,000-19,999","10000"
"1864","Hispanic","South","Secondary","Female","20,000- 29,999","25000"
"1865","White","South","Secondary","Female","40,000- 49,999","45000"
"1866","White","South","Masters","Female","60,000-74,999","67500"
"1867","White","South","Bachelors","Male","20,000- 29,999","25000"
"1868","White","Midwest","Secondary","Female","30,000-39,999","35000"
"1869","White","West","Masters","Male","10,000-19,999","10000"
"1870","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"1871","White","Midwest","Bachelors","Male","150,000 +","200000"
"1872","White","South","Secondary","Female","20,000- 29,999","25000"
"1873","White","Midwest","Secondary","Female","10,000-19,999","10000"
"1874","White","West","Masters","Male","150,000 +","200000"
"1875","Black","South","Secondary","Female","40,000-59,999","55000"
"1876","Hispanic","West","Secondary","Female",NA,NA
"1877","White","Midwest","Masters","Female",NA,NA
"1878","White","Northeast","Secondary","Female","60,000-74,999","67500"
"1879","White","South","Secondary","Male","40,000-59,999","55000"
"1880","White","South","Primary","Female","30,000-39,999","35000"
"1881","Asian/Pacific Islander","Northeast","Professional","Female","20,000- 29,999","25000"
"1882","White","South","Secondary","Male","30,000-39,999","35000"
"1883","White","South","Professional","Female","1-9,999","5000"
"1884","Black","South","Primary","Female","1-9,999","5000"
"1885","White","Midwest","Masters","Female","150,000 +","200000"
"1886","White","West","Bachelors","Male","40,000-59,999","55000"
"1887","White","South","Secondary","Female","40,000- 49,999","45000"
"1888","White","Northeast","Secondary","Male","10,000-19,999","10000"
"1889","White","Midwest","Secondary","Male",NA,NA
"1890","Other","Midwest","Secondary","Male","60,000-74,999","67500"
"1891","Black","South","Secondary","Female",NA,NA
"1892","Other","Northeast","Primary","Male","20,000- 29,999","25000"
"1893","White","Midwest","Secondary","Female","1-9,999","5000"
"1894","Black","Northeast","Secondary","Female","40,000-59,999","55000"
"1895","White","Midwest","Masters","Male","30,000-39,999","35000"
"1896","White","West","Masters","Male","150,000 +","200000"
"1897","White","South","Secondary","Female","40,000- 49,999","45000"
"1898","White","South","Secondary","Male","60,000-74,999","67500"
"1899","White","South","Professional","Male","60,000-74,999","67500"
"1900","White","South","Secondary","Female","20,000- 29,999","25000"
"1901","White","Northeast","Bachelors","Female","75,000-99,999","87500"
"1902","White","West","Bachelors","Male","75,000-99,999","87500"
"1903","White","South","Bachelors","Female","60,000-74,999","67500"
"1904","White","Midwest","Secondary","Female","75,000-99,999","87500"
"1905","White","Midwest","Masters","Female","100,000-149,999","125000"
"1906","White","Midwest","Secondary","Female","10,000-19,999","10000"
"1907","Hispanic","Northeast","Secondary","Female","10,000-19,999","10000"
"1908","Asian/Pacific Islander","West","Secondary","Female","40,000- 49,999","45000"
"1909","White","Midwest","Bachelors","Male","150,000 +","200000"
"1910","White","South","Secondary","Female","60,000-74,999","67500"
"1911","White","South","Primary","Female","1-9,999","5000"
"1912","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"1913","White","South","Secondary","Female","60,000-74,999","67500"
"1914","White","South","Professional","Female","40,000-59,999","55000"
"1915","White","Midwest","Secondary","Male","60,000-74,999","67500"
"1916","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"1917","Black","West","Professional","Female","75,000-99,999","87500"
"1918","White","South","Bachelors","Male","100,000-149,999","125000"
"1919","Other","South","Secondary","Male","40,000-59,999","55000"
"1920","Black","West","Secondary","Male","75,000-99,999","87500"
"1921","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1922","White","South","Bachelors","Female","40,000- 49,999","45000"
"1923","White","West","Masters","Male","150,000 +","200000"
"1924","White","Midwest","Secondary","Female","60,000-74,999","67500"
"1925","White","South","Professional","Male","10,000-19,999","10000"
"1926","White","South","Bachelors","Male","60,000-74,999","67500"
"1927","Other","South","Secondary","Male","40,000-59,999","55000"
"1928","White","Midwest","Secondary","Male","75,000-99,999","87500"
"1929","Asian/Pacific Islander","West","Bachelors","Male","150,000 +","200000"
"1930","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"1931","Asian/Pacific Islander","Midwest","Primary","Male","20,000- 29,999","25000"
"1932","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1933","Hispanic","West","Bachelors","Female","75,000-99,999","87500"
"1934","White","Midwest","Masters","Female","100,000-149,999","125000"
"1935","White","Midwest","Secondary","Female",NA,NA
"1936","White","South","Secondary","Male","75,000-99,999","87500"
"1937","White","South","Masters","Female","40,000- 49,999","45000"
"1938","White","South","Secondary","Female","40,000- 49,999","45000"
"1939","White","Midwest","Bachelors","Male",NA,NA
"1940","White","Midwest","Professional","Female","10,000-19,999","10000"
"1941","White","Midwest","Secondary","Female","75,000-99,999","87500"
"1942","White","West","Secondary","Female","60,000-74,999","67500"
"1943","White","West","Bachelors","Female","100,000-149,999","125000"
"1944","White","Midwest","Secondary","Male","100,000-149,999","125000"
"1945","Black","South","Secondary","Male","75,000-99,999","87500"
"1946","Hispanic","West","Professional","Female","1-9,999","5000"
"1947","White","South","Secondary","Female","20,000- 29,999","25000"
"1948","Black","South","Bachelors","Female","100,000-149,999","125000"
"1949","Hispanic","Midwest","Primary","Female","30,000-39,999","35000"
"1950","White","South","Secondary","Male","60,000-74,999","67500"
"1951","White","South","Secondary","Female","20,000- 29,999","25000"
"1952","Black","South","Secondary","Male","10,000-19,999","10000"
"1953","Hispanic","West","Secondary","Female","10,000-19,999","10000"
"1954","White","South","Bachelors","Male","40,000-59,999","55000"
"1955","Black","South","Professional","Female","40,000- 49,999","45000"
"1956","Hispanic","Northeast","Primary","Male","1-9,999","5000"
"1957","White","Midwest","Secondary","Female",NA,NA
"1958","White","South","Secondary","Female","40,000-59,999","55000"
"1959","White","South","Secondary","Female","30,000-39,999","35000"
"1960","White","South","Secondary","Female","100,000-149,999","125000"
"1961","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"1962","Hispanic","Midwest","Secondary","Male",NA,NA
"1963","White","South","Secondary","Female","100,000-149,999","125000"
"1964","Hispanic","West","Secondary","Female","100,000-149,999","125000"
"1965","White","South","Secondary","Female","40,000-59,999","55000"
"1966","White","Midwest","Masters","Male","75,000-99,999","87500"
"1967","White","South","Secondary","Female","60,000-74,999","67500"
"1968","White","South","Primary","Male","10,000-19,999","10000"
"1969","White","West","Professional","Female","30,000-39,999","35000"
"1970",NA,"South","Professional","Female",NA,NA
"1971","Black","Midwest","Secondary","Male","1-9,999","5000"
"1972","White","Midwest","Secondary","Female","100,000-149,999","125000"
"1973","Other","Midwest","Secondary","Female","10,000-19,999","10000"
"1974","Black","Midwest","Primary","Male","10,000-19,999","10000"
"1975","Hispanic","West","Secondary","Female","30,000-39,999","35000"
"1976","Hispanic","South","Professional","Male","100,000-149,999","125000"
"1977","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1978","Hispanic","South","Primary","Male","1-9,999","5000"
"1979","White","Midwest","Primary","Female","40,000- 49,999","45000"
"1980","White","South","Secondary","Male","30,000-39,999","35000"
"1981","White","Northeast","Bachelors","Female","150,000 +","200000"
"1982","White","Midwest","Secondary","Male","75,000-99,999","87500"
"1983","White","Midwest","Secondary","Male","40,000-59,999","55000"
"1984","Hispanic","South","Secondary","Female","1-9,999","5000"
"1985","White","South","Secondary","Male","60,000-74,999","67500"
"1986","White","South","Secondary","Male","60,000-74,999","67500"
"1987","White","West","Bachelors","Female","40,000- 49,999","45000"
"1988","White","Midwest","Secondary","Female","30,000-39,999","35000"
"1989","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"1990","Black","Midwest","Secondary","Female","40,000- 49,999","45000"
"1991","White","Midwest","Bachelors","Male","40,000- 49,999","45000"
"1992","White","Midwest","Secondary","Female","75,000-99,999","87500"
"1993","White","West","Secondary","Female","150,000 +","200000"
"1994","White","South","Secondary","Male","10,000-19,999","10000"
"1995","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1996","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1997","White","South","Secondary","Male","150,000 +","200000"
"1998","White","West","Masters","Female","40,000- 49,999","45000"
"1999","Black","South","Secondary","Male",NA,NA
"2000","Black","South","Masters","Female","40,000- 49,999","45000"
"2001","White","West","Secondary","Female","40,000-59,999","55000"
"2002","White","South","Secondary","Male","75,000-99,999","87500"
"2003","White","Midwest","Secondary","Male","10,000-19,999","10000"
"2004","Other","West","Secondary","Male","30,000-39,999","35000"
"2005","White","Midwest","Bachelors","Male","30,000-39,999","35000"
"2006","White","Midwest","Primary","Female","150,000 +","200000"
"2007","White","West","Secondary","Female","60,000-74,999","67500"
"2008","White","South","Masters","Female","150,000 +","200000"
"2009","Hispanic","West","Secondary","Female","100,000-149,999","125000"
"2010","White","Midwest","Masters","Female","150,000 +","200000"
"2011","White","South","Bachelors","Female","100,000-149,999","125000"
"2012","White","South","Secondary","Female","10,000-19,999","10000"
"2013","Black","South","Professional","Female","60,000-74,999","67500"
"2014","Black","West","Bachelors","Male","75,000-99,999","87500"
"2015","White","West","Secondary","Female","30,000-39,999","35000"
"2016","White","Midwest","Secondary","Male","10,000-19,999","10000"
"2017","White","South","Primary","Female",NA,NA
"2018","White","Northeast","Masters","Male","150,000 +","200000"
"2019","Black","Midwest","Secondary","Male","100,000-149,999","125000"
"2020","Hispanic","South","Secondary","Female","10,000-19,999","10000"
"2021","Black","South","Bachelors","Male","150,000 +","200000"
"2022","Black","West","Secondary","Male","30,000-39,999","35000"
"2023","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2024","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2025","White","West","Secondary","Male","75,000-99,999","87500"
"2026","White","Midwest","Secondary","Male","60,000-74,999","67500"
"2027","White","Northeast","Secondary","Male",NA,NA
"2028","Black","West","Secondary","Female","1-9,999","5000"
"2029","White","Midwest","Masters","Female","75,000-99,999","87500"
"2030","White","Midwest","Secondary","Female","100,000-149,999","125000"
"2031","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2032","White","West","Primary","Male",NA,NA
"2033","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2034","White","South","Bachelors","Male","40,000-59,999","55000"
"2035","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2036","White","West","Bachelors","Female","75,000-99,999","87500"
"2037","Hispanic","South","Primary","Female","1-9,999","5000"
"2038","Black","South","Professional","Female","1-9,999","5000"
"2039","White","Northeast","Primary","Male","10,000-19,999","10000"
"2040","Hispanic","South","Secondary","Female","20,000- 29,999","25000"
"2041","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2042","Hispanic","South","Bachelors","Male","150,000 +","200000"
"2043","Black","Northeast","Bachelors","Male","10,000-19,999","10000"
"2044","White","South","Professional","Female","40,000- 49,999","45000"
"2045","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"2046","White","Midwest","Secondary","Female",NA,NA
"2047","Other","Midwest","Secondary","Male","40,000- 49,999","45000"
"2048","White","South","Professional","Male","40,000-59,999","55000"
"2049","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"2050","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"2051","White","South","Secondary","Female","10,000-19,999","10000"
"2052","Black","South","Secondary","Male","40,000- 49,999","45000"
"2053","Other","South","Primary","Male","40,000- 49,999","45000"
"2054","White","Midwest","Bachelors","Male","10,000-19,999","10000"
"2055","Hispanic","South","Professional","Female","20,000- 29,999","25000"
"2056","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2057","White","South","Secondary","Male","20,000- 29,999","25000"
"2058","Black","South","Secondary","Male","75,000-99,999","87500"
"2059","White","South","Secondary","Female",NA,NA
"2060","White","South","Secondary","Male","75,000-99,999","87500"
"2061","White","Midwest","Masters","Male","100,000-149,999","125000"
"2062","White","West","Secondary","Male","150,000 +","200000"
"2063","Other","South","Secondary","Female","10,000-19,999","10000"
"2064","White","Northeast","Bachelors","Male","100,000-149,999","125000"
"2065","White","South","Secondary","Female",NA,NA
"2066","White","West","Secondary","Male",NA,NA
"2067","White","South","Masters","Male",NA,NA
"2068","White","West","Secondary","Male","40,000-59,999","55000"
"2069","White","South","Secondary","Male","40,000-59,999","55000"
"2070","White","Midwest","Masters","Female","100,000-149,999","125000"
"2071","White","South","Bachelors","Female","40,000- 49,999","45000"
"2072","White","Northeast","Bachelors","Female","10,000-19,999","10000"
"2073","Black","West","Secondary","Female","20,000- 29,999","25000"
"2074","Black","South","Secondary","Female","1-9,999","5000"
"2075","Black","South","Secondary","Male",NA,NA
"2076","White","South","Masters","Male","75,000-99,999","87500"
"2077","White","South","Masters","Female","40,000-59,999","55000"
"2078","White","Northeast","Bachelors","Female","30,000-39,999","35000"
"2079","White","South","Secondary","Male","100,000-149,999","125000"
"2080","White","West","Masters","Male","30,000-39,999","35000"
"2081","Other","South","Masters","Male","40,000- 49,999","45000"
"2082","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"2083","Black","Midwest","Primary","Female","1-9,999","5000"
"2084","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"2085","Hispanic","South","Bachelors","Male","75,000-99,999","87500"
"2086","White","Northeast","Masters","Female","75,000-99,999","87500"
"2087","White","West","Secondary","Female","75,000-99,999","87500"
"2088","White","Northeast","Secondary","Female","40,000- 49,999","45000"
"2089","White","South","Primary","Male","150,000 +","200000"
"2090","White","Midwest","Secondary","Female","60,000-74,999","67500"
"2091","White","Northeast","Secondary","Male","40,000-59,999","55000"
"2092","White","West","Bachelors","Female","100,000-149,999","125000"
"2093","White","South","Secondary","Female","20,000- 29,999","25000"
"2094","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"2095","Other","West","Secondary","Female","10,000-19,999","10000"
"2096","Black","South","Secondary","Female","10,000-19,999","10000"
"2097","White","South","Secondary","Male","100,000-149,999","125000"
"2098","White","West","Bachelors","Male",NA,NA
"2099","White","West","Secondary","Female","60,000-74,999","67500"
"2100","Black","West","Bachelors","Male","40,000- 49,999","45000"
"2101","Black","South","Secondary","Female",NA,NA
"2102","White","Midwest","Secondary","Male","40,000-59,999","55000"
"2103","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2104","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"2105","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2106","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"2107","White","Northeast","Secondary","Male","1-9,999","5000"
"2108","White","South","Bachelors","Male","75,000-99,999","87500"
"2109","White","South","Bachelors","Male",NA,NA
"2110","White","South","Primary","Male","30,000-39,999","35000"
"2111","White","Midwest","Bachelors","Female","150,000 +","200000"
"2112","Black","South","Primary","Female","1-9,999","5000"
"2113","White","West","Bachelors","Male","150,000 +","200000"
"2114","White","West","Secondary","Female","75,000-99,999","87500"
"2115","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2116","Black","Midwest","Secondary","Female","10,000-19,999","10000"
"2117","White","West","Secondary","Female",NA,NA
"2118","White","Midwest","Bachelors","Male","150,000 +","200000"
"2119","White","South","Bachelors","Female","150,000 +","200000"
"2120","Black","Midwest","Secondary","Female","20,000- 29,999","25000"
"2121","Black","Northeast","Secondary","Female","10,000-19,999","10000"
"2122","Hispanic","South","Secondary","Male",NA,NA
"2123","White","South","Secondary","Female","40,000-59,999","55000"
"2124","White","West","Professional","Male","150,000 +","200000"
"2125","White","Midwest","Bachelors","Male",NA,NA
"2126","Hispanic","Midwest","Primary","Male","60,000-74,999","67500"
"2127","Asian/Pacific Islander","West","Bachelors","Female",NA,NA
"2128","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"2129","White","West","Bachelors","Male","100,000-149,999","125000"
"2130","White","Midwest","Secondary","Male","40,000-59,999","55000"
"2131","White","Midwest","Professional","Female","40,000-59,999","55000"
"2132","White","West","Secondary","Male","100,000-149,999","125000"
"2133","Hispanic","Midwest","Secondary","Male","75,000-99,999","87500"
"2134","White","West","Secondary","Female","40,000- 49,999","45000"
"2135","White","Northeast","Secondary","Male","20,000- 29,999","25000"
"2136","White","West","Bachelors","Female","40,000-59,999","55000"
"2137","White","South","Secondary","Female",NA,NA
"2138","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"2139","White","Northeast","Masters","Male","150,000 +","200000"
"2140","White","South","Secondary","Female","30,000-39,999","35000"
"2141","White","South","Bachelors","Female","30,000-39,999","35000"
"2142","Hispanic","South","Secondary","Female","10,000-19,999","10000"
"2143","White","West","Secondary","Female","40,000- 49,999","45000"
"2144","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2145","White","South","Bachelors","Female","10,000-19,999","10000"
"2146","White","West","Secondary","Female","30,000-39,999","35000"
"2147","Hispanic","South","Professional","Female","20,000- 29,999","25000"
"2148","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"2149","Other","Midwest","Secondary","Female","10,000-19,999","10000"
"2150","White","Midwest","Primary","Female","75,000-99,999","87500"
"2151","White","Northeast","Masters","Male","75,000-99,999","87500"
"2152","White","Northeast","Secondary","Female",NA,NA
"2153","White","Northeast","Primary","Female","100,000-149,999","125000"
"2154","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2155","White","West","Secondary","Female","40,000-59,999","55000"
"2156","White","Midwest","Masters","Female","40,000- 49,999","45000"
"2157","White","Midwest","Professional","Male","100,000-149,999","125000"
"2158","Black","South","Secondary","Female","20,000- 29,999","25000"
"2159","White","West","Secondary","Male","150,000 +","200000"
"2160","White","Northeast","Bachelors","Male",NA,NA
"2161","White","South","Professional","Female","100,000-149,999","125000"
"2162","Other","West","Bachelors","Male","40,000- 49,999","45000"
"2163","White","Northeast","Masters","Female","150,000 +","200000"
"2164",NA,"Northeast","Secondary","Female",NA,NA
"2165","Hispanic","South","Secondary","Female","60,000-74,999","67500"
"2166","Asian/Pacific Islander","West","Bachelors","Female","100,000-149,999","125000"
"2167","Asian/Pacific Islander","West","Bachelors","Male","75,000-99,999","87500"
"2168","White","West","Secondary","Female","100,000-149,999","125000"
"2169","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2170","White","West","Primary","Male",NA,NA
"2171","Hispanic","West","Masters","Male","60,000-74,999","67500"
"2172","White","West","Professional","Female","40,000-59,999","55000"
"2173","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2174","White","Midwest","Bachelors","Female",NA,NA
"2175","White","Midwest","Bachelors","Male","60,000-74,999","67500"
"2176","Black","Midwest","Secondary","Female","40,000-59,999","55000"
"2177","White","South","Professional","Female","20,000- 29,999","25000"
"2178","Black","South","Primary","Male","30,000-39,999","35000"
"2179","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2180","White","West","Masters","Male","150,000 +","200000"
"2181","White","West","Primary","Male","20,000- 29,999","25000"
"2182","White","Northeast","Masters","Female","40,000-59,999","55000"
"2183","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2184","White","West","Primary","Male","10,000-19,999","10000"
"2185","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2186","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"2187","Black","South","Secondary","Male","10,000-19,999","10000"
"2188","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"2189","White","South","Primary","Female","30,000-39,999","35000"
"2190","White","Northeast","Secondary","Male","20,000- 29,999","25000"
"2191","White","West","Primary","Female","20,000- 29,999","25000"
"2192","White","West","Secondary","Female","20,000- 29,999","25000"
"2193","Asian/Pacific Islander","South","Primary","Male","1-9,999","5000"
"2194","White","South","Secondary","Male","75,000-99,999","87500"
"2195","Hispanic","Midwest","Primary","Male","30,000-39,999","35000"
"2196","White","West","Secondary","Female","150,000 +","200000"
"2197","Hispanic","West","Secondary","Male","100,000-149,999","125000"
"2198","Hispanic","Midwest","Secondary","Male","1-9,999","5000"
"2199","White","Midwest","Professional","Female","100,000-149,999","125000"
"2200","White","South","Secondary","Male","40,000- 49,999","45000"
"2201","Black","South","Professional","Female","40,000-59,999","55000"
"2202","Black","South","Primary","Female","1-9,999","5000"
"2203","White","Northeast","Secondary","Female",NA,NA
"2204","White","South","Primary","Male","1-9,999","5000"
"2205","White","South","Secondary","Male","20,000- 29,999","25000"
"2206","Other","Midwest","Secondary","Female","60,000-74,999","67500"
"2207","Other","South","Bachelors","Female","100,000-149,999","125000"
"2208","White","Midwest","Bachelors","Female",NA,NA
"2209","White","Midwest","Primary","Male","75,000-99,999","87500"
"2210","White","South","Bachelors","Female","75,000-99,999","87500"
"2211","Hispanic","Northeast","Masters","Female","20,000- 29,999","25000"
"2212","White","South","Bachelors","Male","60,000-74,999","67500"
"2213","Black","South","Secondary","Male","1-9,999","5000"
"2214","Other","Midwest","Bachelors","Female","40,000-59,999","55000"
"2215","Black","South","Professional","Male","100,000-149,999","125000"
"2216","Black","South","Secondary","Male","20,000- 29,999","25000"
